;Unnamed: 0;index_of_processed_files;annotator_2nd_anno;check_fiction_status;Fiktionalitätsstatus_2nd_anno;Fiktionalitätsstatus_unsicher_2nd_anno;Kommentar_2nd_anno;author_forename;author_surname;title_main;title_sub;filepath;year;text_length_sents;text_length_clauses;text_length_tokens;reflective_passages_global;reflective_clauses;reflective_tokens;reflection_score_mean;gi_passages_global;gi_clauses;gi_tokens;nfr_passages_global;nfr_clauses;nfr_tokens;comment_passages_global;comment_clauses;comment_tokens;exception;setting;kolimo_index;annotator;to_annotate_first;to_annotate;author_name;title_main_anno;title_sub_anno;first_publication;Übersetzung_ins_Deutsche;Nicht-deutschsprachig;Nicht-Fiktional;Nicht-erzählend;Kommentar;author_surname_anno;author_forename_anno;author_gender;not_before;not_after;classification;number_of_works;canonisation_score;rank_canon;author_nationality_d_prose;refl_clauses_perc;nfr_clauses_perc;gi_clauses_perc;comment_clauses_perc
536;949.0;949.0;;False;;;;Stefan;George;Die Winke;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/29207-George__Stefan.xml;1928.0;45.0;48.0;234.0;0.0;0.0;0.0;0.3265567465244396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;6657.0;Benita;FALSCH;WAHR;Stefan George;Die Winke;None;1928;;;;;;George;Stefan;None;1868;1933;FIK;36.0;;;;0.0;0.0;0.0;0.0
554;976.0;976.0;;False;;;;Klabund;None;Mucius Mauke;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67356-Klabund.xml;1922.0;24.0;42.0;366.0;5.0;12.0;78.0;0.3960720324894939;5.0;12.0;78.0;1.0;3.0;15.0;2.0;4.0;31.0;;;6868.0;Benita;FALSCH;WAHR;Klabund;Mucius Mauke;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;28.57142857142857;7.142857142857142;28.57142857142857;9.523809523809524
559;983.0;983.0;Frida;True;fik;;;Alfred;Lichtenstein;Ideen, Bilder und Situationen;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/73831-Lichtenstein__Alfred.xml;1919.0;65.0;105.0;785.0;24.0;49.0;310.0;0.4607988657983472;12.0;38.0;260.0;7.0;17.0;121.0;12.0;30.0;180.0;;;6930.0;Benita;FALSCH;WAHR;Alfred Lichtenstein;Ideen, Bilder und Situationen;None;1919;;;;;;Lichtenstein;Alfred;None;1889;1915;FIK;16.0;;;;46.66666666666666;16.19047619047619;36.19047619047619;28.57142857142857
576;1009.0;1009.0;Frida;True;fik;;;Erich;Mühsam;Sacco und Vanzetti;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/80050-M_hsam__Erich.xml;1928.0;33.0;36.0;233.0;10.0;17.0;106.0;0.4808385737549109;4.0;10.0;74.0;2.0;5.0;47.0;5.0;15.0;93.0;;;7100.0;Benita;FALSCH;WAHR;Erich Mühsam;Sacco und Vanzetti;None;1928;;;;;;Mühsam;Erich;None;1878;1934;FUF;38.0;;;;47.22222222222222;13.88888888888889;27.77777777777778;41.66666666666667
583;1020.0;1020.0;;False;;;;Henry von;Heiseler;Wawas Ende;Ein Dokument;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/59783-Heiseler__Henry_von.xml;1933.0;725.0;1645.0;13454.0;215.0;586.0;4249.0;0.4365082769235894;75.0;247.0;1834.0;40.0;124.0;848.0;123.0;491.0;3502.0;;;7211.0;Benita;FALSCH;WAHR;Henry von Heiseler;Wawas Ende;Ein Dokument;1933;;;;;;Heiseler;Henry von;None;1875;1928;FIK;2.0;;;;35.62310030395137;7.537993920972644;15.015197568389056;29.848024316109424
603;1052.0;1052.0;;False;;;;Theodor;Storm;Se dohn sick wat to gude;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/99905-Storm__Theodor.xml;1919.0;71.0;145.0;1161.0;20.0;46.0;340.0;0.3969025914162113;10.0;34.0;254.0;0.0;0.0;0.0;10.0;16.0;118.0;;;7467.0;Benita;FALSCH;WAHR;Theodor Storm;Se dohn sick wat to gude;None;1919;;;;;;Storm;Theodor;None;1817;1888;FIK;80.0;;;;31.724137931034484;0.0;23.448275862068964;11.03448275862069
610;1059.0;1059.0;;False;;;;Paul;Ernst;Hauptmann Tromba;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25352-Ernst__Paul.xml;1920.0;94.0;267.0;2176.0;35.0;72.0;591.0;0.3877146586033403;22.0;61.0;490.0;7.0;9.0;83.0;16.0;23.0;210.0;;;7501.0;Jonas;FALSCH;FALSCH;Paul Ernst;Hauptmann Tromba;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;26.96629213483146;3.3707865168539324;22.846441947565545;8.614232209737828
622;1076.0;1076.0;;False;;;;Klabund;None;Der sterbende Soldat;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67340-Klabund.xml;1918.0;69.0;83.0;507.0;11.0;27.0;150.0;0.3969181978431784;8.0;25.0;142.0;1.0;4.0;16.0;3.0;6.0;24.0;;;7646.0;Benita;FALSCH;WAHR;Klabund;Der sterbende Soldat;None;1918;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;32.53012048192771;4.819277108433735;30.120481927710845;7.228915662650602
647;1111.0;1111.0;;False;;;;Klabund;None;Die Wärmflasche;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67377-Klabund.xml;1922.0;21.0;30.0;268.0;3.0;8.0;63.0;0.3722549506278283;3.0;8.0;63.0;0.0;0.0;0.0;0.0;0.0;0.0;;;7852.0;Benita;FALSCH;WAHR;Klabund;Die Wärmflasche;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;26.666666666666668;0.0;26.666666666666668;0.0
672;1150.0;1150.0;Frida;True;fik;;;Paul;Ernst;Der Silberschatz;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25373-Ernst__Paul.xml;1920.0;124.0;309.0;2385.0;46.0;133.0;950.0;0.4443699347689422;21.0;95.0;648.0;14.0;36.0;245.0;24.0;73.0;557.0;;;8104.0;Jonas;FALSCH;FALSCH;Paul Ernst;Der Silberschatz;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;43.042071197411005;11.650485436893204;30.74433656957929;23.624595469255663
703;1206.0;1206.0;;False;;;;Arthur;Schnitzler;Der Sekundant;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/97234-Schnitzler__Arthur.xml;1932.0;447.0;1114.0;9215.0;96.0;215.0;1675.0;0.3813292013404936;34.0;93.0;773.0;7.0;30.0;250.0;64.0;153.0;1185.0;;;8516.0;Benita;FALSCH;WAHR;Arthur Schnitzler;Der Sekundant;None;1932;;;;;;Schnitzler;Arthur;None;1862;1931;FIK;106.0;;;;19.299820466786358;2.6929982046678638;8.348294434470377;13.734290843806104
714;1219.0;1219.0;Frida;True;fik;;;Paul;Ernst;Der Vorhang;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25335-Ernst__Paul.xml;1920.0;99.0;226.0;1807.0;35.0;135.0;1009.0;0.4709543742297538;13.0;119.0;892.0;7.0;26.0;192.0;20.0;49.0;364.0;;;8566.0;;FALSCH;FALSCH;Paul Ernst;Der Vorhang;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;59.73451327433629;11.50442477876106;52.654867256637175;21.68141592920354
743;1267.0;1267.0;Frida;True;fik;;;Erich;Mühsam;Die Hamster;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/80058-M_hsam__Erich.xml;1928.0;83.0;233.0;2501.0;44.0;139.0;1408.0;0.5174448904225882;18.0;99.0;1069.0;15.0;83.0;875.0;19.0;98.0;979.0;;;8946.0;Benita;FALSCH;WAHR;Erich Mühsam;Die Hamster;None;1928;;;;;;Mühsam;Erich;None;1878;1934;FUF;38.0;;;;59.65665236051502;35.622317596566525;42.48927038626609;42.06008583690987
755;1287.0;1287.0;Frida;True;fik;;;Paul;Ernst;Die Straußenfeder;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25344-Ernst__Paul.xml;1920.0;70.0;147.0;1246.0;23.0;57.0;394.0;0.4430502277495794;11.0;37.0;268.0;6.0;16.0;116.0;9.0;41.0;286.0;;;9108.0;;FALSCH;FALSCH;Paul Ernst;Die Straußenfeder;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;38.775510204081634;10.884353741496598;25.170068027210885;27.89115646258503
759;1300.0;1300.0;;False;;;;Klabund;None;Das Massengrab;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67379-Klabund.xml;1922.0;17.0;41.0;307.0;4.0;23.0;142.0;0.4567531461437353;2.0;18.0;116.0;1.0;3.0;22.0;2.0;8.0;48.0;;;9203.0;Benita;FALSCH;WAHR;Klabund;Das Massengrab;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;56.09756097560976;7.317073170731707;43.90243902439025;19.51219512195122
778;1329.0;1329.0;;False;;;;Joachim;Ringelnatz;Fahrensleute;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/89454-Ringelnatz__Joachim.xml;1920.0;230.0;453.0;4049.0;58.0;140.0;1158.0;0.4075046630018549;29.0;106.0;920.0;9.0;27.0;253.0;27.0;71.0;550.0;;;9370.0;;FALSCH;FALSCH;Joachim Ringelnatz;Fahrensleute;None;1920;;;;;;Ringelnatz;Joachim;male;1883;1934;FIK;42.0;;;Deutschland;30.90507726269316;5.960264900662252;23.399558498896248;15.673289183222956
779;1330.0;1330.0;;False;;;;Paul;Ernst;Der Strick über der Rolle;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25358-Ernst__Paul.xml;1920.0;84.0;283.0;2361.0;23.0;56.0;486.0;0.374602704405834;11.0;43.0;383.0;4.0;12.0;98.0;11.0;22.0;179.0;;;9372.0;;FALSCH;FALSCH;Paul Ernst;Der Strick über der Rolle;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;19.78798586572438;4.240282685512367;15.19434628975265;7.773851590106007
780;1333.0;1333.0;;False;;;;Joachim;Ringelnatz;Vom Baumzapf;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/89463-Ringelnatz__Joachim.xml;1919.0;99.0;163.0;1308.0;18.0;47.0;351.0;0.3902378940530999;11.0;37.0;266.0;3.0;4.0;45.0;7.0;14.0;130.0;;;9406.0;;FALSCH;FALSCH;Joachim Ringelnatz;Vom Baumzapf;None;1919;;;;;;Ringelnatz;Joachim;male;1883;1934;FIK;42.0;;;Deutschland;28.834355828220858;2.4539877300613497;22.699386503067483;8.588957055214724
781;1334.0;1334.0;;False;;;;Klabund;None;Der Onkel;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67368-Klabund.xml;1922.0;11.0;26.0;202.0;6.0;8.0;70.0;0.4213590863450763;1.0;3.0;46.0;1.0;1.0;7.0;4.0;7.0;57.0;;;9414.0;Benita;FALSCH;WAHR;Klabund;Der Onkel;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;30.76923076923077;3.8461538461538463;11.538461538461538;26.923076923076923
822;1408.0;1408.0;;False;;;;Klabund;None;Der Boxer;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67380-Klabund.xml;1922.0;97.0;179.0;1306.0;16.0;41.0;239.0;0.3838139619821261;8.0;28.0;175.0;4.0;6.0;53.0;7.0;19.0;119.0;;;9943.0;Benita;FALSCH;WAHR;Klabund;Der Boxer;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;22.90502793296089;3.35195530726257;15.64245810055866;10.614525139664805
867;1476.0;1476.0;;False;;;;Klabund;None;Der wohlhabende junge Mann;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67321-Klabund.xml;1918.0;103.0;162.0;1209.0;35.0;86.0;586.0;0.4638880009720802;19.0;65.0;480.0;6.0;14.0;87.0;14.0;43.0;260.0;;;10458.0;Benita;FALSCH;WAHR;Klabund;Der wohlhabende junge Mann;None;1918;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;53.086419753086425;8.641975308641975;40.123456790123456;26.54320987654321
880;1495.0;1495.0;;False;;;;Klabund;None;Revolution in Montevideo;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67316-Klabund.xml;1918.0;91.0;141.0;1113.0;15.0;21.0;137.0;0.3616566385961455;9.0;12.0;100.0;2.0;3.0;29.0;5.0;9.0;34.0;;;10570.0;Benita;FALSCH;WAHR;Klabund;Revolution in Montevideo;None;1918;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;14.893617021276595;2.127659574468085;8.51063829787234;6.382978723404255
883;1502.0;1502.0;Frida;True;fik;;;Paul;Ernst;Der Smaragd;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25360-Ernst__Paul.xml;1920.0;73.0;187.0;1471.0;34.0;94.0;666.0;0.4508626522398496;18.0;83.0;599.0;9.0;25.0;194.0;14.0;34.0;234.0;;;10603.0;;FALSCH;FALSCH;Paul Ernst;Der Smaragd;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;50.26737967914438;13.368983957219251;44.38502673796791;18.181818181818183
888;1510.0;1510.0;;False;;;;Paul;Ernst;Der neue Anzug;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25364-Ernst__Paul.xml;1920.0;116.0;295.0;2495.0;41.0;112.0;884.0;0.4160616252086735;26.0;98.0;795.0;8.0;19.0;186.0;17.0;38.0;309.0;;;10643.0;;FALSCH;FALSCH;Paul Ernst;Der neue Anzug;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;37.96610169491525;6.440677966101695;33.220338983050844;12.88135593220339
892;1516.0;1516.0;;False;;;;Klabund;None;Bett Nr. 13;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67331-Klabund.xml;1918.0;115.0;133.0;848.0;10.0;17.0;91.0;0.3608596137027295;6.0;12.0;59.0;1.0;2.0;10.0;6.0;10.0;60.0;;;10692.0;Benita;FALSCH;WAHR;Klabund;Bett Nr. 13;None;1918;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;12.781954887218044;1.5037593984962403;9.022556390977442;7.518796992481203
898;1525.0;1525.0;;False;;;;Lena;Christ;Die Freier;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/18355-Christ__Lena.xml;1919.0;338.0;492.0;3667.0;65.0;125.0;864.0;0.3969589697861451;34.0;73.0;538.0;13.0;24.0;163.0;31.0;79.0;513.0;;;10754.0;Benita;FALSCH;WAHR;Lena Christ;Die Freier;None;1919;;;;;;Christ;Lena;None;1881;1920;FIK;26.0;;;;25.406504065040654;4.878048780487805;14.83739837398374;16.056910569105693
913;1549.0;1549.0;;False;;;;Klabund;None;Der Bär;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/erzaehlg/derbaer.xml;1918.0;59.0;140.0;1334.0;18.0;47.0;364.0;0.4048221918180604;12.0;32.0;241.0;2.0;2.0;19.0;8.0;19.0;144.0;;;10911.0;Benita;FALSCH;WAHR;Klabund;Der Bär;None;1918;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;33.57142857142857;1.4285714285714286;22.857142857142858;13.571428571428571
929;1579.0;1579.0;;False;;;;Joachim;Ringelnatz;Eheren und Holzeren;None;/home/fbarth/GIT/pipy/main/../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/89464-Ringelnatz__Joachim.xml;1919.0;76.0;153.0;1331.0;19.0;72.0;560.0;0.4092477199370504;11.0;65.0;474.0;5.0;9.0;93.0;3.0;3.0;21.0;;;11146.0;;FALSCH;FALSCH;Joachim Ringelnatz;Eheren und Holzeren;None;1919;;;;;;Ringelnatz;Joachim;male;1883;1934;FIK;42.0;;;Deutschland;47.05882352941176;5.88235294117647;42.48366013071895;1.96078431372549
960;1624.0;1624.0;;False;;;;Franziska Gräfin zu;Reventlow;Der Selbstmordverein;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/88585-Reventlow__Franziska_Gr_fin_zu.xml;1918.0;2736.0;6539.0;51107.0;925.0;1892.0;13384.0;0.4073958521965166;453.0;1031.0;7478.0;105.0;244.0;1790.0;503.0;1274.0;8903.0;;;11494.0;;FALSCH;FALSCH;Franziska Gräfin zu Reventlow;Der Selbstmordverein;None;1918;;;;;;Reventlow;Franziska Gräfin zu;female;1916;1918;FIK;46.0;;;Deutschland;28.93408778100627;3.731457409389815;15.766936840495488;19.4831013916501
980;1653.0;1653.0;;False;;;;Lena;Christ;Der Steinriegerbauer;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/18365-Christ__Lena.xml;1919.0;138.0;206.0;1680.0;36.0;88.0;627.0;0.4441148638462596;10.0;47.0;397.0;3.0;14.0;78.0;26.0;56.0;317.0;;;11694.0;Benita;FALSCH;WAHR;Lena Christ;Der Steinriegerbauer;None;1919;;;;;;Christ;Lena;None;1881;1920;FIK;26.0;;;;42.71844660194174;6.796116504854369;22.81553398058253;27.184466019417474
984;1660.0;1660.0;Frida;True;fik;;;Stefan;George;Burg Falkenstein;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/29212-George__Stefan.xml;1928.0;49.0;56.0;381.0;11.0;24.0;142.0;0.43383679308678;7.0;24.0;142.0;4.0;8.0;57.0;3.0;8.0;61.0;;;11749.0;Benita;FALSCH;WAHR;Stefan George;Burg Falkenstein;None;1928;;;;;;George;Stefan;None;1868;1933;FIK;36.0;;;;42.85714285714285;14.285714285714285;42.85714285714285;14.285714285714285
1017;1718.0;1718.0;;False;;;;Erich;Mühsam;Das Gutachten;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/80063-M_hsam__Erich.xml;1928.0;266.0;446.0;3565.0;40.0;95.0;656.0;0.3896559607360552;15.0;26.0;205.0;4.0;9.0;75.0;28.0;79.0;534.0;;;12200.0;Benita;FALSCH;WAHR;Erich Mühsam;Das Gutachten;None;1928;;;;;;Mühsam;Erich;None;1878;1934;FUF;38.0;;;;21.300448430493272;2.0179372197309418;5.829596412556054;17.713004484304935
1022;1726.0;1726.0;;False;;;;Klabund;None;Fabel;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/erzaehlg/fabel.xml;1922.0;12.0;20.0;134.0;2.0;2.0;13.0;0.3506477060629738;1.0;1.0;9.0;0.0;0.0;0.0;1.0;1.0;4.0;;;12289.0;Benita;FALSCH;WAHR;Klabund;Fabel;None;1922;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;10.0;0.0;5.0;5.0
1024;1732.0;1732.0;;False;;;;Lena;Christ;Der Guldensack;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/18359-Christ__Lena.xml;1919.0;136.0;239.0;1993.0;27.0;63.0;411.0;0.3954835398261527;14.0;38.0;260.0;5.0;10.0;66.0;15.0;34.0;213.0;;;12329.0;Benita;FALSCH;WAHR;Lena Christ;Der Guldensack;None;1919;;;;;;Christ;Lena;None;1881;1920;FIK;26.0;;;;26.359832635983267;4.184100418410042;15.899581589958158;14.225941422594143
1035;1747.0;1747.0;;False;;;;Stefan;George;[Wenn ich auf deiner brücke steh];None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/29003-George__Stefan.xml;1931.0;12.0;14.0;98.0;5.0;6.0;37.0;0.4000002888334571;5.0;6.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;;;12389.0;Lennart;FALSCH;WAHR;Stefan George;[Wenn ich auf deiner brücke steh];None;1931;;;;;;George;Stefan;None;1868;1933;FIK;36.0;;;;42.85714285714285;0.0;42.85714285714285;0.0
1045;1760.0;1760.0;;False;;;;Joachim;Ringelnatz;Der arme Pilmartine;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/89460-Ringelnatz__Joachim.xml;1919.0;179.0;272.0;1928.0;17.0;38.0;347.0;0.3552076801682688;11.0;30.0;289.0;1.0;2.0;19.0;6.0;8.0;58.0;;;12510.0;;FALSCH;FALSCH;Joachim Ringelnatz;Der arme Pilmartine;None;1919;;;;;;Ringelnatz;Joachim;male;1883;1934;FIK;42.0;;;Deutschland;13.970588235294118;0.7352941176470588;11.029411764705882;2.941176470588235
1060;1782.0;1782.0;;False;;;;Klabund;None;Epilog;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67314-Klabund.xml;1928.0;60.0;93.0;759.0;8.0;24.0;155.0;0.3894679706686251;4.0;15.0;108.0;0.0;0.0;0.0;5.0;12.0;61.0;;;12631.0;Lennart;FALSCH;WAHR;Klabund;Epilog;None;1928;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;25.806451612903224;0.0;16.129032258064516;12.903225806451612
1068;1793.0;1793.0;;False;;;;Paul;Ernst;Der Seelenfrieden;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25369-Ernst__Paul.xml;1920.0;170.0;350.0;2601.0;62.0;143.0;950.0;0.4400396344248479;30.0;89.0;601.0;13.0;31.0;203.0;29.0;88.0;575.0;;;12697.0;;FALSCH;FALSCH;Paul Ernst;Der Seelenfrieden;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;40.85714285714286;8.857142857142856;25.428571428571427;25.142857142857142
1070;1795.0;1795.0;;False;;;;Klabund;None;Il Santo Bubi;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/67317-Klabund.xml;1918.0;88.0;172.0;1352.0;35.0;93.0;616.0;0.4557755744761333;21.0;76.0;538.0;7.0;15.0;71.0;11.0;36.0;191.0;;;12703.0;Lennart;FALSCH;WAHR;Klabund;Il Santo Bubi;None;1918;;;;;;None;Klabund;None;1890;1928;FIK;101.0;;;;54.06976744186046;8.720930232558139;44.18604651162791;20.930232558139537
1077;1808.0;1808.0;;False;;;;Franz;Kafka;Amerika;Roman;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/64917-Kafka__Franz.xml;1927.0;4264.0;11977.0;101469.0;1195.0;2694.0;22083.0;0.3827932124226313;551.0;1577.0;13419.0;102.0;185.0;1438.0;672.0;1385.0;10693.0;;;12802.0;Lennart;FALSCH;WAHR;Franz Kafka;Amerika;Roman;1927;;;;;;Kafka;Franz;None;None;None;FIK;114.0;;;;22.49311179761209;1.54462720213743;13.16690323119312;11.5638306754613
1085;1824.0;1824.0;;False;;;;Lena;Christ;Lord;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/18364-Christ__Lena.xml;1919.0;365.0;534.0;4062.0;49.0;86.0;469.0;0.3753036334180625;10.0;18.0;126.0;2.0;3.0;27.0;40.0;78.0;413.0;;;12910.0;Lennart;FALSCH;WAHR;Lena Christ;Lord;None;1919;;;;;;Christ;Lena;None;1881;1920;FIK;26.0;;;;16.10486891385768;0.5617977528089888;3.3707865168539324;14.606741573033707
1113;1877.0;1877.0;Frida;True;fik;;;Gustav;Sack;Ein Namenloser;Roman;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/90531-Sack__Gustav.xml;1919.0;2693.0;6089.0;51721.0;800.0;2693.0;21422.0;0.4590441930666981;388.0;1498.0;13053.0;156.0;651.0;5744.0;352.0;2011.0;15410.0;;;13195.0;;FALSCH;FALSCH;Gustav Sack;Ein Namenloser;Roman;1919;;;;;;Sack;Gustav;male;1885;1916;FIK;4.0;;;Deutschland;44.22729512235178;10.691410740679917;24.60174084414518;33.026769584496634
1115;1880.0;1880.0;;False;;;;Erich;Mühsam;Von Eisner bis Leviné. Die Enstehung der bayerischen Räterepublik;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/80074-M_hsam__Erich.xml;1929.0;1055.0;2704.0;26861.0;277.0;646.0;5898.0;0.3952256428360833;108.0;226.0;2033.0;38.0;75.0;707.0;160.0;495.0;4426.0;;;13216.0;Lennart;FALSCH;WAHR;Erich Mühsam;Von Eisner bis Leviné. Die Enstehung der bayerischen Räterepublik;None;1929;;;;;;Mühsam;Erich;None;None;None;FUF;38.0;;;;23.890532544378697;2.7736686390532546;8.357988165680473;18.30621301775148
1119;1887.0;1887.0;;False;;;;Paul;Ernst;Das Priesterseminar;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/tg/25337-Ernst__Paul.xml;1920.0;129.0;307.0;2306.0;31.0;64.0;407.0;0.3784158074319725;16.0;38.0;246.0;4.0;7.0;31.0;14.0;31.0;187.0;;;13250.0;;FALSCH;FALSCH;Paul Ernst;Das Priesterseminar;None;1920;;;;;;Ernst;Paul;male;1866;1933;FIK;76.0;;;Deutschland;20.84690553745929;2.280130293159609;12.37785016286645;10.09771986970684
